# id:22-22-22-0 
-0.66,-0.31,1
-0.85,-0.17,1
-0.82,0.08,1
-0.94,0.81,1
-0.39,0.83,1
-0.55,-0.09,1
-0.52,0.49,1
-0.76,-0.37,1
-0.35,-0.78,-1
-0.4,-0.4,-1
0.96,-0.05,1
0.05,0.11,1
0.03,0.3,1
0.02,0.36,1
-0.95,0.97,1
0.76,-0.58,-1
0.24,-0.09,1
-0.53,0.15,1
0.5,0.81,1
-0.73,-0.6,1
0.53,-0.65,-1
0.48,0.41,1
-0.75,-0.57,-1
-0.9,0.46,1
0.77,0.51,1
0.25,0.26,1
0.65,-0.5,1
0.54,-0.03,1
-0.94,-0.54,1
-0.2,-0.26,-1
-0.85,-0.73,-1
-0.55,0.75,1
0.87,-1,-1
-0.43,-0.89,-1
-0.36,0.88,1
-0.33,0.13,1
0.13,-0.22,-1
-0.51,-0.68,-1
0.01,-0.62,-1
0.33,0.19,1
-0.95,0.34,1
0.14,0.8,1
0.62,0.66,1
-0.47,-0.77,-1
-0.1,-0.13,-1
-0.23,0.54,1
0.9,-0.33,1
0.53,0.17,1
-0.88,-0.83,-1
0.19,0.51,1
-0.01,0.57,1
0.07,-0.3,-1
-0.11,-0.69,-1
-0.29,-0.15,-1
-0.35,0.75,1
-0.54,-0.49,-1
0.41,-0.59,-1
0.14,0.95,1
0.18,-0.94,-1
0.61,0.26,1
0.22,-0.75,-1
-0.84,0.32,1
-0.09,-0.8,-1
0.31,-0.08,1
0.95,0.57,1
0.45,-0.98,-1
-0.51,0.44,1
-0.8,-0.43,1
0.08,0.76,1
-0.87,0.37,1
-0.31,-0.42,-1
-0.19,-0.25,-1
0.63,0.67,1
-0.24,-0.02,-1
-0.26,-0.08,-1
-0.53,-0.63,-1
-0.29,-0.14,1
0.37,0.06,1
0.97,-0.86,1
-0.37,-0.73,-1
-0.44,-0.03,1
-0.26,0.78,1
-0.76,0.41,1
0.95,-0.83,1
-0.43,-0.09,-1
-0.25,0.38,1
-0.03,-0.91,-1
-0.38,0.47,1
-0.16,0.43,1
-0.18,-0.94,-1
-0.83,-0.38,1
-0.89,0.36,1
-0.2,0.6,1
0.16,0.55,1
-0.51,-0.89,-1
-0.26,-0.13,1
0.37,0.84,1
-0.15,-0.55,-1
0.39,0.3,1
-0.93,-0.88,-1
0.04,-0.71,-1
-0.03,-0.6,-1
-0.32,0.21,1
0.8,-0.64,1
0.08,-0.15,-1
0.29,0.6,1
-0.13,-0.04,-1
-0.46,0.81,1
0.69,0.2,1
-0.74,0.27,1
-0.11,-0.69,-1
-0.86,0.28,1
-0.24,0.96,1
-0.03,0.76,1
-0.27,-0.16,1
-0.39,-0.88,-1
0.35,-0.01,1
0.94,0.54,1
-0.04,0.23,1
0.29,0.49,1
0.74,-0.62,-1
-0.53,-0.48,-1
0.63,0.29,1
0.98,-0.75,1
-0.3,-0.01,-1
-0.73,0.6,1
0.45,-0.05,1
0.59,-0.12,1
0.53,0.84,1
-0.33,0.13,1
0.09,-0.14,-1
0.81,0.34,1
0.82,-0.03,1
0.78,-0.06,1
0.49,0.65,1
-0.97,0.92,1
-0.3,0.37,1
-0.63,-0.05,1
0.57,-0.52,-1
0.99,0.16,1
0.9,-0.76,-1
-0.82,-0.95,-1
0,0.87,1
0.1,0.64,1
0.45,0.12,1
-0.21,0.15,1
0.73,0.86,1
0.61,-0.78,-1
-0.63,0.8,1
-0.03,0.79,1
-0.3,0.69,1
0.3,0.87,1
0.24,-0.13,1
-0.86,0.97,1
0.99,0.41,1
0.48,-0.8,-1
-0.11,0.93,1
